,Entity,Direct-sun_18H-Rc-Ei,Direct-sun_18H-Rc-Ei_sup,Direct-sun_18H-Rc-Ei_inf,Direct-sun_18H-Rc-Eabs,Direct-sun_18H-Rs-Ei,Direct-sun_18H-Rs-Ei_sup,Direct-sun_18H-Rs-Ei_inf,Direct-sun_18H-Rs-Eabs,Direct-sun_18H-PAR-Ei,Direct-sun_18H-PAR-Ei_sup,Direct-sun_18H-PAR-Ei_inf,Direct-sun_18H-PAR-Eabs
0,incident,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,27001,0.0,0.0,0.0,0.0,0.042936882782310004,0.01243530059941477,0.015002490205848014,0.009999999999999998,0.0,0.0,0.0,0.0
2,27002,0.0,0.0,0.0,0.0,0.04293688278231,0.009999999999999998,0.029820245189255308,0.009999999999999998,0.0,0.0,0.0,0.0
3,27003,0.0,0.0,0.0,0.0,0.03193438391131402,0.012435206796655393,0.02005186499266608,0.0074375180129450345,0.0,0.0,0.0,0.0
4,28001,0.0,0.0,0.0,0.0,0.04293688278231002,0.017437863029160172,0.01,0.01,0.0,0.0,0.0,0.0
5,28002,0.0,0.0,0.0,0.0,0.042936882782310004,0.017565235962563857,0.01990947803374604,0.009999999999999997,0.0,0.0,0.0,0.0
6,28003,0.0,0.0,0.0,0.0,0.021297566238772558,0.012434834962399334,0.007565165037600664,0.004960203177010128,0.0,0.0,0.0,0.0
7,28004,0.0,0.0,0.0,0.0,0.042936882782310004,0.012525260482103959,0.029692536416913034,0.009999999999999998,0.0,0.0,0.002435082283512368,0.0
8,31001,0.0,0.0,0.0,0.0,0.042936882782310004,0.02259880719536234,0.009999999999999997,0.009999999999999997,0.0,0.0,0.0,0.0
9,32001,0.0,0.0,0.0,0.0,0.04293688278231,0.03513094183111,0.012562803269094964,0.009999999999999997,0.0,0.0,0.0,0.0
10,32002,0.0,0.0,0.0,0.0,0.03209440251281225,0.022387142856354396,0.007565109421103496,0.007474786345233971,0.0,0.0,0.0,0.0
11,32003,0.0,0.0,0.0,0.0,0.05377958378940301,0.025103903782465065,0.014870366133672179,0.012525265064551958,0.0,0.0,0.0,0.0
12,32004,0.0,0.0,0.0,0.0,0.04293688278231001,0.03234425584207008,0.004960004285891395,0.009999999999999997,0.0027976952340971373,0.0,0.0,0.0024347533759871585
13,32005,0.0,0.0,0.0,0.0,0.02129824027444484,0.012525511688399533,0.01,0.004960360159918204,0.0,0.0,0.0,0.0
14,32006,0.0,0.0,0.0,0.0,0.04293688278231,0.029999999999999995,0.007475067092089941,0.009999999999999998,0.0,0.0,0.0,0.0
15,32007,0.0,0.0,0.0,0.0,0.010453785405439958,0.012434686620926961,0.00247739284645575,0.002434686620926966,0.0,0.0,0.0,0.0
16,32008,0.0,0.0,0.0,0.0,0.042936882782310004,0.01765015376605627,0.014821472604172103,0.009999999999999998,0.0,0.0,0.0,0.0
17,35001,0.0,0.0,0.0,0.0,0.04293688278231,0.009999999999999997,0.017565368668537935,0.009999999999999997,0.0,0.0,0.0,0.0
18,38001,0.0,0.0,0.0,0.0,0.042936882782310004,0.027654332542756975,0.022307529161935697,0.009999999999999997,0.0,0.0,0.0,0.0
19,38002,0.0,0.0,0.0,0.0,0.04293688278231001,0.022345011678888957,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0
20,38003,0.0,0.0,0.0,0.0,0.042936882782310004,0.020091053478977224,0.014869160163454943,0.009999999999999998,0.0,0.0,0.0,0.0
21,38004,0.0,0.0,0.0,0.0,0.02184336487168362,0.015172272154528389,0.009999999999999997,0.005087319678615114,0.0,0.0,0.0,0.0
22,38005,0.0,0.0,0.0,0.0,0.042936882782310004,0.01990907849675408,0.009999999999999997,0.009999999999999997,0.0,0.0,0.0,0.0
23,38006,0.0,0.0,0.0,0.0,0.04293688278231001,0.022614865723592757,0.012435054739513101,0.01,0.0,0.0,0.0,0.0
24,38007,0.0,0.0,0.0,0.0,0.042936882782310004,0.017431808180530105,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0
25,38008,0.0,0.0,0.0,0.0,0.04293688278231001,0.022567876556062766,0.012434740086963419,0.009999999999999998,0.0,0.0,0.0,0.0
26,38009,0.0,0.0,0.0,0.0,0.04293688278231001,0.015086321653612641,0.01,0.01,0.0,0.0,0.0,0.0
27,38010,0.0,0.0,0.0,0.0,0.0320942825073925,0.01747475839597171,0.009999999999999998,0.00747475839597171,0.0,0.0,0.0,0.0
28,38011,0.0,0.0,0.0,0.0,0.042936882782310004,0.02521587477688617,0.01243460438575856,0.009999999999999998,0.0,0.0,0.0,0.0
29,39001,0.0,0.0,0.0,0.0,0.021846414266567495,0.01508802988268357,0.007565634493305817,0.0050880298826835695,0.0,0.0,0.0,0.0
30,39002,0.0,0.0,0.0,0.0,0.03248331472137621,0.02009086483166583,0.009999999999999998,0.007565363998608518,0.0,0.0,0.0,0.0
31,39003,0.0,0.0,0.0,0.0,0.032483766710125955,0.01756546926678833,0.009999999999999998,0.007565469266788333,0.0,0.0,0.0,0.0
32,39004,0.0,0.0,0.0,0.0,0.042936882782310004,0.019951782116167424,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0
33,39005,0.0,0.0,0.0,0.0,0.042936882782310004,0.01756534535054666,0.012434654649453338,0.009999999999999998,0.0,0.0,0.0,0.0
34,39006,0.0,0.0,0.0,0.0,0.0,0.01,0.0025252153532935315,0.0,0.0,0.0,0.0,0.0
35,39007,0.0,0.0,0.0,0.0,0.032482461193425315,0.01756516521194875,0.009999999999999998,0.007565165211948755,0.0,0.0,0.0,0.0
36,39008,0.0,0.0,0.0,0.0,0.03248377345427854,0.01252565962897209,0.007474340371027908,0.007565470837501471,0.0,0.0,0.0,0.0
37,39009,0.0,0.0,0.0,0.0,0.010456592761872234,0.012435340454240041,0.0,0.002435340454240043,0.0,0.0,0.0,0.0
38,39010,0.0,0.0,0.0,0.0,0.021090164622909236,0.012525589482514555,0.007474410517485443,0.004911899340675561,0.0,0.0,0.0,0.0
39,39011,0.0,0.0,0.0,0.0,0.0,0.007437339308717123,0.005087893031336745,0.0,0.0,0.0,0.0,0.0
40,39012,0.0,0.0,0.0,0.0,0.021480468327058255,0.015002801073371867,0.0049117102499724044,0.005002801073371867,0.0,0.0,0.0,0.0
41,39013,0.0,0.0,0.0,0.0,0.021640497489883306,0.015040071865393818,0.007474704961090748,0.005040071865393821,0.0,0.0,0.0,0.0
42,42001,0.0,0.0,0.0,0.0,0.042936882782310004,0.027480365343748543,0.014869555142220136,0.009999999999999998,0.0,0.0,0.0,0.0
43,42002,0.0,0.0,0.0,0.0,0.042936882782310004,0.037384602280459825,0.01,0.01,0.0,0.0,0.0,0.0
44,42003,0.0,0.0,0.0,0.0,0.032093364838744476,0.01756005086948029,0.012434902368805189,0.007474544670943588,0.0,0.0,0.0,0.0
45,42004,0.0,0.0,0.0,0.0,0.04293688278231,0.029909096472933917,0.009999999999999997,0.009999999999999997,0.0,0.0,0.0,0.0
46,42005,0.0,0.0,0.0,0.0,0.03209507817430668,0.022387395831656966,0.009999999999999997,0.007474943706796024,0.0,0.0,0.0,0.0
47,42006,0.0,0.0,0.0,0.0,0.04293688278231001,0.02009041834489355,0.012434834512215994,0.009999999999999998,0.0,0.0,0.0,0.0
48,42007,0.0,0.0,0.0,0.0,0.03229933942968648,0.017522516153173982,0.007565133062572625,0.00752251615317398,0.0,0.0,0.0,0.0
49,42008,0.0,0.0,0.0,0.0,0.021478979674689713,0.009999999999999998,0.009999999999999998,0.005002454366235233,0.0,0.0,0.0,0.0
50,42009,0.0,0.0,0.0,0.0,0.04293688278231,0.029910104773261,0.009999999999999997,0.009999999999999997,0.0,0.0,0.0,0.0
51,42010,0.0,0.0,0.0,0.0,0.03209453297334494,0.017474816729492037,0.007437800778258112,0.007474816729492035,0.0,0.0,0.0,0.0
52,43001,0.0,0.0,0.0,0.0,0.042936882782310004,0.027565293129346486,0.01486941374130703,0.009999999999999998,0.0,0.0,0.0,0.0
53,43002,0.0,0.0,0.0,0.0,0.0,0.007474401244474374,0.007565527581122518,0.0,0.0,0.0,0.0,0.0
54,43003,0.0,0.0,0.0,0.0,0.021086255249716516,0.009999999999999998,0.009999999999999998,0.004910988847658976,0.0,0.0,0.0,0.0
55,43004,0.0,0.0,0.0,0.0,0.042936882782310004,0.0199098595382126,0.010090140461787396,0.009999999999999998,0.0,0.0,0.0,0.0
56,43005,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0024775254616617197,0.0,0.0,0.0,0.0,0.0
57,43006,0.0,0.0,0.0,0.0,0.0319339540253316,0.017437417892499727,0.009872038615815615,0.0074374178924997295,0.0,0.0,0.0,0.0
58,43007,0.0,0.0,0.0,0.0,0.010454188979958116,0.012434780613432242,0.005039834598129346,0.002434780613432245,0.0,0.0,0.0,0.0
59,43008,0.0,0.0,0.0,0.0,0.021844751224235744,0.017565081257166586,0.007522561302957918,0.005087642560124505,0.0,0.0,0.0,0.0
60,43009,0.0,0.0,0.0,0.0,0.010454024020445806,0.012434742194361827,0.002562439285416161,0.002434742194361828,0.0,0.0,0.0,0.0
61,43010,0.0,0.0,0.0,0.0,0.0,0.007474834513532485,0.005039721929599423,0.0,0.0,0.0,0.0,0.0
62,46001,0.0,0.0,0.0,0.0,0.05339432072059963,0.009999999999999998,0.04225717538560771,0.012435537295827652,0.0,0.0,0.0,0.0
63,46002,0.0,0.0,0.0,0.0,0.01084271130602437,0.009999999999999998,0.015050534926346152,0.0025252674631730757,0.0,0.0,0.0,0.0
64,46003,0.0,0.0,0.0,0.0,0.042936882782310004,0.009999999999999998,0.03991021595488013,0.009999999999999998,0.0,0.0,0.0,0.0
65,46004,0.0,0.0,0.0,0.0,0.042936882782310004,0.01256197656711365,0.03,0.009999999999999998,0.0,0.0,0.0,0.0
66,46005,0.0,0.0,0.0,0.0,0.04293688278231001,0.010000000000000002,0.022488576086924103,0.010000000000000002,0.0,0.0,0.0,0.0
67,46006,0.0,0.0,0.0,0.0,0.05339258083360988,0.01252474152950853,0.044780654698934684,0.012435132076147737,0.0027981303860286867,0.0,0.002435132076147739,0.002435132076147739
68,46007,0.0,0.0,0.0,0.0,0.02163970525812057,0.009999999999999998,0.012562476086512312,0.00503988735461628,0.0,0.0,0.0,0.0
69,46008,0.0,0.0,0.0,0.0,0.042936882782310004,0.012525211646968298,0.037384187451818256,0.009999999999999998,0.0,0.0,0.0,0.0
70,46009,0.0,0.0,0.0,0.0,0.042936882782310004,0.012434684039758183,0.03500264261507204,0.01,0.0,0.0,0.0,0.0
71,46010,0.0,0.0,0.0,0.0,0.042936882782310004,0.014960142186701343,0.02009045770258603,0.009999999999999998,0.0,0.0,0.0,0.0
72,47001,0.0,0.0,0.0,0.0,0.05339123972005818,0.012525586426315653,0.03477887276608899,0.01243481973080155,0.002797771480237636,0.0,0.002434819730801551,0.002434819730801551
73,47002,0.0,0.0,0.0,0.0,0.02184351120368245,0.012562135367031642,0.017575655176917986,0.005087353759337641,0.0,0.0,0.0,0.0
74,47003,0.0,0.0,0.0,0.0,0.042936882782310004,0.01756491666739431,0.03234477753566004,0.01,0.0,0.0,0.0,0.0
75,47004,0.0,0.0,0.0,0.0,0.04293688278231,0.019999999999999993,0.02995210833664493,0.009999999999999997,0.0,0.0,0.0,0.0
76,47005,0.0,0.0,0.0,0.0,0.04293688278231001,0.014960050025112252,0.01508699794668133,0.009999999999999998,0.0,0.0,0.0,0.0
77,47006,0.0,0.0,0.0,0.0,0.05339079097376046,0.015088133208152374,0.027213315300425766,0.012434715217788809,0.0,0.0,0.0,0.0
78,47007,0.0,0.0,0.0,0.0,0.02184551353328781,0.009999999999999997,0.017704004370268596,0.005087820101902731,0.0,0.0,0.0,0.0
79,47008,0.0,0.0,0.0,0.0,0.042936882782310004,0.0175651209381815,0.034784860593241256,0.009999999999999998,0.0,0.0,0.0,0.0
80,47009,0.0,0.0,0.0,0.0,0.042936882782310004,0.01747473328936271,0.024912029676993457,0.01,0.0,0.0,0.0,0.0
81,47010,0.0,0.0,0.0,0.0,0.04293688278231,0.019872318946736838,0.02009065428132171,0.009999999999999998,0.0,0.0,0.0,0.0
82,47011,0.0,0.0,0.0,0.0,0.0640278415130154,0.022392099675728697,0.04225350542096196,0.014912084288381285,0.005644314918555524,0.0,0.0024348009578683463,0.004912084288381285
83,47012,0.0,0.0,0.0,0.0,0.04293688278231,0.017517258548129924,0.022616529600708746,0.009999999999999998,0.0,0.0,0.0,0.0
84,47013,0.0,0.0,0.0,0.0,0.04293688278231001,0.017565120247187073,0.03234445148232839,0.01,0.0,0.0,0.0,0.0
85,50001,0.0,0.0,0.0,0.0,0.032091532083770746,0.020037106526489237,0.009908239091733401,0.007474117822310205,0.0,0.0,0.0,0.0
86,50002,0.0,0.0,0.0,0.0,0.0322986910811775,0.017437733427725578,0.005087280753401195,0.007522365152806239,0.0,0.0,0.0,0.0
87,50003,0.0,0.0,0.0,0.0,0.042936882782310004,0.017480178933370092,0.01,0.01,0.0,0.0,0.0,0.0
88,50004,0.0,0.0,0.0,0.0,0.03209395444719172,0.01747468199075095,0.009999999999999998,0.007474681990750952,0.0,0.0,0.0,0.0
89,51001,0.0,0.0,0.0,0.0,0.032526621633277776,0.009873115403774025,0.03534137702042451,0.007575450178390394,0.00870470129305404,0.0,0.010100600237853858,0.007575450178390394
90,51002,0.0,0.0,0.0,0.0,0.0210891567866184,0.012477009855959615,0.012434654759643808,0.004911664615603424,0.0,0.0,0.0,0.0
91,51003,0.0,0.0,0.0,0.0,0.010842029794826123,0.012525108739215002,0.005002675219846838,0.0025251087392150033,0.0,0.0,0.0,0.0
