,Entity,Direct-sun_18H-Rc-Ei,Direct-sun_18H-Rc-Ei_sup,Direct-sun_18H-Rc-Ei_inf,Direct-sun_18H-Rc-Eabs,Direct-sun_18H-Rs-Ei,Direct-sun_18H-Rs-Ei_sup,Direct-sun_18H-Rs-Ei_inf,Direct-sun_18H-Rs-Eabs,Direct-sun_18H-PAR-Ei,Direct-sun_18H-PAR-Ei_sup,Direct-sun_18H-PAR-Ei_inf,Direct-sun_18H-PAR-Eabs
0,incident,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,27001,0.0,0.0,0.0,0.0,0.01063816173518326,0.004960162937138606,0.01004232726870941,0.0024776278681241807,0.0,0.0,0.0,0.0
2,27002,0.0,0.0,0.0,0.0,0.010455732552366773,0.007564859888553778,0.01243514011144622,0.002435140111446221,0.0,0.0,0.0,0.0
3,27003,0.0,0.0,0.0,0.0,0.0,0.0024352067966553932,0.012524776888188219,0.0,0.0,0.0,0.0,0.0
4,28001,0.0,0.0,0.0,0.0,0.010455266435232362,0.012435031552765615,0.007474725683147628,0.0024350315527656165,0.0,0.0024350315527656165,0.0,0.0
5,28002,0.0,0.0,0.0,0.0,0.01045411780779793,0.009999999999999997,0.009999999999999997,0.002434764037436138,0.0,0.0,0.0,0.0
6,28003,0.0,0.0,0.0,0.0,0.0,0.002434834962399334,0.0025253682146107936,0.0,0.0,0.0,0.0,0.0
7,28004,0.0,0.0,0.0,0.0,0.010455484257245034,0.005087449951520106,0.01734763233199226,0.002435082283512368,0.0,0.0,0.0,0.0
8,31001,0.0,0.0,0.0,0.0,0.0,0.009999999999999997,0.002525369728150689,0.0,0.0,0.0,0.0,0.0
9,32001,0.0,0.0,0.0,0.0,0.021639041729205097,0.012476929549636896,0.009999999999999997,0.005039732818731867,0.0,0.0,0.0,0.0
10,32002,0.0,0.0,0.0,0.0,0.0,0.012434890578896504,0.0025252136547660284,0.0,0.0,0.0,0.0,0.0
11,32003,0.0,0.0,0.0,0.0,0.021298617996513735,0.017575795193655878,0.007432339542578859,0.004960448131388048,0.0,0.0025252650645519585,0.0,0.0
12,32004,0.0,0.0,0.0,0.0,0.01045407203085942,0.014960004285891395,0.0,0.0024347533759871585,0.0,0.0,0.0,0.0
13,32005,0.0,0.0,0.0,0.0,0.0,0.007437698124173487,0.004960360159918204,0.0,0.0,0.0,0.0,0.0
14,32006,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0
15,32007,0.0,0.0,0.0,0.0,0.0,0.007522607153544247,0.0,0.0,0.0,0.0,0.0,0.0
16,32008,0.0,0.0,0.0,0.0,0.021456493128018554,0.01256228144338456,0.009909344926843814,0.00499721724951552,0.0,0.0,0.0,0.0
17,35001,0.0,0.0,0.0,0.0,0.0,0.0024346313314620605,0.007565368668537937,0.0,0.0,0.0,0.0,0.0
18,38001,0.0,0.0,0.0,0.0,0.021094167729492293,0.009999999999999997,0.014912831664198751,0.0049128316641987545,0.0,0.0,0.0,0.0
19,38002,0.0,0.0,0.0,0.0,0.01045562593658911,0.009909896398257356,0.004912219761371075,0.0024351152806316033,0.0,0.0,0.0,0.0
20,38003,0.0,0.0,0.0,0.0,0.010453327959327916,0.009999999999999998,0.007346278650257059,0.002434580081727471,0.0,0.0,0.0,0.0
21,38004,0.0,0.0,0.0,0.0,0.0,0.005087319678615114,0.00243507478576947,0.0,0.0,0.0,0.0,0.0
22,38005,0.0,0.0,0.0,0.0,0.0,0.009999999999999997,0.0,0.0,0.0,0.0,0.0,0.0
23,38006,0.0,0.0,0.0,0.0,0.0,0.01,0.00747503976844707,0.0,0.0,0.0,0.0,0.0
24,38007,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.007565358539763867,0.0,0.0,0.0,0.0,0.0
25,38008,0.0,0.0,0.0,0.0,0.010842472499518117,0.012525211845137768,0.007474788154862229,0.002525211845137769,0.0,0.0,0.0,0.0
26,38009,0.0,0.0,0.0,0.0,0.0,0.007521808804833405,0.004913678346387355,0.0,0.0,0.0,0.0,0.0
27,38010,0.0,0.0,0.0,0.0,0.0,0.00747475839597171,0.0,0.0,0.0,0.0,0.0,0.0
28,38011,0.0,0.0,0.0,0.0,0.03284877270349823,0.025338605064110994,0.007474938104999433,0.007650479162644736,0.0,0.002562708633822086,0.0,0.0
29,39001,0.0,0.0,0.0,0.0,0.0,0.0075223953893777526,0.005040511781312687,0.0,0.0,0.0,0.0,0.0
30,39002,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0024346360013914803,0.0,0.0,0.0,0.0,0.0
31,39003,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.005040131542982294,0.0,0.0,0.0,0.0,0.0
32,39004,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0
33,39005,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.002434654649453338,0.0,0.0,0.0,0.0,0.0
34,39006,0.0,0.0,0.0,0.0,0.0,0.007474784646706468,0.0,0.0,0.0,0.0,0.0,0.0
35,39007,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0024776560096026155,0.0,0.0,0.0,0.0,0.0
36,39008,0.0,0.0,0.0,0.0,0.011002960766644379,0.010128060400052945,0.0,0.0025625895625514756,0.0,0.0,0.0,0.0
37,39009,0.0,0.0,0.0,0.0,0.0,0.007438018251205949,0.002561981748794049,0.0,0.0,0.0,0.0,0.0
38,39010,0.0,0.0,0.0,0.0,0.0,0.0075656150826865646,0.002434384917313435,0.0,0.0,0.0,0.0,0.0
39,39011,0.0,0.0,0.0,0.0,0.0,0.004960018040476132,0.0,0.0,0.0,0.0,0.0,0.0
40,39012,0.0,0.0,0.0,0.0,0.0,0.00756552767107639,0.0,0.0,0.0,0.0,0.0,0.0
41,39013,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0024773534354431584,0.0,0.0,0.0,0.0,0.0
42,42001,0.0,0.0,0.0,0.0,0.02145592967057027,0.009999999999999998,0.007474537384300177,0.004997086020275815,0.0,0.0,0.0,0.0
43,42002,0.0,0.0,0.0,0.0,0.03209487784465573,0.017474897050020317,0.0050875474540638945,0.007474897050020319,0.0,0.0,0.0,0.0
44,42003,0.0,0.0,0.0,0.0,0.021457606780346677,0.01003711892128114,0.0048698047376103774,0.00499747661914274,0.0,0.0,0.0,0.0
45,42004,0.0,0.0,0.0,0.0,0.01063562508464522,0.009999999999999997,0.005039704387468386,0.002477037082213871,0.0,0.0,0.0,0.0
46,42005,0.0,0.0,0.0,0.0,0.0,0.007474943706796024,0.007437508418064915,0.0,0.0,0.0,0.0,0.0
47,42006,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.007474747142890452,0.0,0.0,0.0,0.0,0.0
48,42007,0.0,0.0,0.0,0.0,0.0,0.01,0.00252526840112872,0.0,0.0,0.0,0.0,0.0
49,42008,0.0,0.0,0.0,0.0,0.0,0.007437444322944143,0.007437444322944143,0.0,0.0,0.0,0.0,0.0
50,42009,0.0,0.0,0.0,0.0,0.0,0.012435061626269082,0.005087197757299348,0.0,0.0,0.0,0.0,0.0
51,42010,0.0,0.0,0.0,0.0,0.011001284764885738,0.012562199221741888,0.0025251832705079644,0.0025621992217418877,0.0,0.0,0.0,0.0
52,43001,0.0,0.0,0.0,0.0,0.010453872351453477,0.009999999999999998,0.0099575965963102,0.0024347068706535146,0.0,0.0,0.0,0.0
53,43002,0.0,0.0,0.0,0.0,0.0,0.0024344724188774805,0.002477246680112968,0.0,0.0,0.0,0.0,0.0
54,43003,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0050399244621084725,0.0,0.0,0.0,0.0,0.0
55,43004,0.0,0.0,0.0,0.0,0.0,0.007474932497077485,0.005087883182211695,0.0,0.0,0.0,0.0,0.0
56,43005,0.0,0.0,0.0,0.0,0.0,0.0024346145532221225,0.0,0.0,0.0,0.0,0.0,0.0
57,43006,0.0,0.0,0.0,0.0,0.0,0.0074374178924997295,0.0049600306782682305,0.0,0.0,0.0,0.0,0.0
58,43007,0.0,0.0,0.0,0.0,0.0,0.012434780613432242,0.005039834598129346,0.0,0.0,0.0,0.0,0.0
59,43008,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0
60,43009,0.0,0.0,0.0,0.0,0.0,0.007437560714583838,0.0025251752886779957,0.0,0.0,0.0,0.0,0.0
61,43010,0.0,0.0,0.0,0.0,0.0,0.005002527079664542,0.0025623603364023947,0.0,0.0,0.0,0.0,0.0
62,46001,0.0,0.0,0.0,0.0,0.032096529622423264,0.004913380097771568,0.019910819044890025,0.0074752817490623775,0.0,0.0,0.0,0.0
63,46002,0.0,0.0,0.0,0.0,0.0,0.0024348526799669915,0.007437657080809171,0.0,0.0,0.0,0.0,0.0
64,46003,0.0,0.0,0.0,0.0,0.021094712053425627,0.007564877498639682,0.019910215954880132,0.004912958437242827,0.0,0.0,0.0,0.0
65,46004,0.0,0.0,0.0,0.0,0.011000328755318381,0.0049971349881152835,0.01747475253966589,0.0025619765671136504,0.0,0.0,0.0,0.0
66,46005,0.0,0.0,0.0,0.0,0.010842573350054736,0.0075221936124737175,0.012525235333227747,0.0025252353332277477,0.0,0.0,0.0,0.0
67,46006,0.0,0.0,0.0,0.0,0.0319367706837798,0.01,0.01991039054663921,0.0074380738922523145,0.0,0.0,0.0,0.0
68,46007,0.0,0.0,0.0,0.0,0.0,0.0,0.00503988735461628,0.0,0.0,0.0,0.0,0.0
69,46008,0.0,0.0,0.0,0.0,0.021091273118963645,0.00743736915637493,0.014912157509406632,0.004912157509406633,0.0,0.0,0.0,0.0
70,46009,0.0,0.0,0.0,0.0,0.021090259557493996,0.007474594796110122,0.014911921450940353,0.004911921450940351,0.0,0.0,0.0,0.0
71,46010,0.0,0.0,0.0,0.0,0.02148034069703085,0.012525299944643686,0.00756515775794234,0.005002771348338485,0.0,0.0,0.0,0.0
72,47001,0.0,0.0,0.0,0.0,0.010454356937748181,0.009999999999999997,0.014869639461603098,0.002434819730801551,0.0,0.0,0.0,0.0
73,47002,0.0,0.0,0.0,0.0,0.02184351120368245,0.005087353759337641,0.007612572151643638,0.005087353759337641,0.0,0.0,0.0,0.0
74,47003,0.0,0.0,0.0,0.0,0.01045548876172474,0.01,0.012435083332605693,0.002435083332605692,0.0,0.0,0.0,0.0
75,47004,0.0,0.0,0.0,0.0,0.021639518623990543,0.009999999999999997,0.015039843887527394,0.0050398438875273975,0.0,0.0,0.0,0.0
76,47005,0.0,0.0,0.0,0.0,0.021296908652263864,0.01243523878961624,0.009999999999999998,0.004960050025112253,0.0,0.0,0.0,0.0
77,47006,0.0,0.0,0.0,0.0,0.010453908191450454,0.009999999999999997,0.014778600082636957,0.0024347152177888105,0.0,0.0,0.0,0.0
78,47007,0.0,0.0,0.0,0.0,0.010843277696835836,0.004960013858413328,0.0100907848927728,0.0025253993755930655,0.0,0.0,0.0,0.0
79,47008,0.0,0.0,0.0,0.0,0.03193501954412906,0.007565120938181502,0.017437666051827654,0.007437666051827658,0.0,0.0,0.0,0.0
80,47009,0.0,0.0,0.0,0.0,0.01045410584890997,0.01,0.01243476125221113,0.0024347612522111314,0.0,0.0,0.0,0.0
81,47010,0.0,0.0,0.0,0.0,0.021296976228230787,0.012434705741116617,0.012525360022438328,0.004960065763554949,0.0,0.0,0.0,0.0
82,47011,0.0,0.0,0.0,0.0,0.021090958730705395,0.014954566661025875,0.014869601915736693,0.004912084288381285,0.0,0.0,0.0,0.0
83,47012,0.0,0.0,0.0,0.0,0.021481086463305103,0.012520203585433686,0.015002945037303756,0.005002945037303758,0.0,0.0,0.0,0.0
84,47013,0.0,0.0,0.0,0.0,0.032093997323754966,0.01,0.014912024621128265,0.007474691976702531,0.0,0.0,0.0,0.0
85,50001,0.0,0.0,0.0,0.0,0.0,0.007474117822310205,0.007474117822310205,0.0,0.0,0.0,0.0,0.0
86,50002,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0025250141811267767,0.0,0.0,0.0,0.0,0.0
87,50003,0.0,0.0,0.0,0.0,0.0,0.007565284611634553,0.0024347153883654466,0.0,0.0,0.0,0.0,0.0
88,50004,0.0,0.0,0.0,0.0,0.010454005054925782,0.012434737777292213,0.004996873568896546,0.002434737777292214,0.0,0.0,0.0,0.0
89,51001,0.0,0.0,0.0,0.0,0.03214072027737453,0.0073479653443105615,0.027813658824534217,0.007485573752600527,0.00870470129305404,0.0,0.007575450178390394,0.007575450178390394
90,51002,0.0,0.0,0.0,0.0,0.0,0.004911664615603424,0.007437232362065741,0.0,0.0,0.0,0.0,0.0
91,51003,0.0,0.0,0.0,0.0,0.010842029794826123,0.010047542258583167,0.0025251087392150033,0.0025251087392150033,0.0,0.0,0.0,0.0
92,51004,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.004912395635320183,0.0,0.0,0.0,0.0,0.0
93,51005,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0024354932599572623,0.0,0.0,0.0,0.0,0.0
94,51006,0.0,0.0,0.0,0.0,0.0,0.007565617989048591,0.0,0.0,0.0,0.0,0.0,0.0
95,51007,0.0,0.0,0.0,0.0,0.0,0.0049122716062864535,0.004960031739826333,0.0,0.0,0.0,0.0,0.0
96,51008,0.0,0.0,0.0,0.0,0.0,0.0025625851610848165,0.0,0.0,0.0,0.0,0.0,0.0
97,51009,0.0,0.0,0.0,0.0,0.0,0.007565550654789994,0.004911818124823606,0.0,0.0,0.0,0.0,0.0
98,51010,0.0,0.0,0.0,0.0,0.0,0.0025623740190414464,0.002435049503181566,0.0,0.0,0.0,0.0,0.0
99,51011,0.0,0.0,0.0,0.0,0.0,0.0,0.0025625435572256875,0.0,0.0,0.0,0.0,0.0
100,51012,0.0,0.0,0.0,0.0,0.0,0.007437798349882494,0.002435134040661662,0.0,0.0,0.0,0.0,0.0
101,51013,0.0,0.0,0.0,0.0,0.0,0.002477025104327559,0.0,0.0,0.0,0.0,0.0,0.0
102,51014,0.0,0.0,0.0,0.0,0.0,0.005002774129579271,0.0024347746915766343,0.0,0.0,0.0,0.0,0.0
103,54001,0.0,0.0,0.0,0.0,0.010842348754969684,0.007564726986861623,0.01,0.002525183025032439,0.0,0.0,0.0,0.0
104,54002,0.0,0.0,0.0,0.0,0.0,0.01,0.005002952070163388,0.0,0.0,0.0,0.0,0.0
105,54003,0.0,0.0,0.0,0.0,0.021091022431968316,0.009999999999999998,0.012386427955083499,0.0049120991244054205,0.0,0.0,0.0,0.0
