101,2017,268,1510,11.97,4.043,1.601,1.7,7.13,4.227,2.829,2.218,-39.54,-15.39,2.896,30.57,3.996,4.296,6.06,45.69,43.5,5.875,35.23,7.2,3.378,6.976,2.614,4.294,36.3,3.601,3.718,17.75,1.003,1.898,5.85,1.146,2.613
101,2017,268,1520,12.05,3.835,1.648,1.745,6.927,4.41,2.785,2.348,-38.67,-8.41,2.842,31.06,3.522,4.324,5.82,47.76,45.42,5.815,36.24,7.68,3.589,6.905,2.514,4.083,37.87,3.733,3.626,18.07,1.131,1.981,6.544,1.166,2.817
101,2017,268,1530,12.06,3.31,1.633,1.727,6.107,3.974,2.691,2.507,-39.91,-6.482,2.98,31.14,4.108,3.959,12,58.66,53.48,5.371,42.18,8.14,4.931,6.321,2.363,4.728,45.62,4.16,3.44,19.09,1.094,1.924,10.16,1.236,3.144
101,2017,268,1540,12.07,3.603,1.538,2.07,6.284,3.552,2.645,2.48,-38.18,-5.827,2.956,31.97,4.219,3.681,25.62,75.8,68.06,13.66,51.62,7.69,22.98,6.081,2.358,4.803,57.79,4.046,3.333,17.52,1.012,1.73,16.63,1.337,3.405
101,2017,268,1550,12.07,3.422,1.532,3.921,5.864,3.748,2.37,2.248,-38.82,-6.792,2.723,30.89,3.641,3.418,25.24,87.9,78.1,5.942,56.16,7.44,45.85,5.561,2.849,3.681,67.35,3.732,3.015,15.31,.931,1.623,21.83,1.387,3.248
101,2017,268,1600,12.06,3.335,1.407,12.27,5.798,3.047,2.209,2.01,-39.75,-9.22,2.434,28.26,3.445,3.196,5.906,84.7,74.3,5.152,51.87,7.23,46.4,5.383,2.234,3.366,65.41,3.614,2.887,14.41,.873,1.553,15.06,1.301,2.862
101,2017,268,1610,12.1,2.586,1.08,2.179,4.574,2.841,1.918,1.951,-39.65,-11.17,2.298,22.8,3.087,2.752,4.453,62.84,55.61,4.211,37.61,5.942,13.77,4.884,1.98,3.098,49.64,3.447,2.547,13.46,.792,1.397,5.674,1.109,2.45
101,2017,268,1620,12.11,2.464,1.015,1.204,4.532,2.769,1.797,1.747,-40.8,-11.14,2.134,21.11,3.016,2.499,3.981,58.13,51.87,4.018,33.74,5.701,3.547,4.819,1.913,2.887,46.91,3.266,2.372,12.79,.724,1.224,4.71,1.008,2.618
101,2017,268,1630,12.11,2.135,.896,.936,4.036,2.532,1.484,1.504,-42.45,-10.07,1.603,17.54,2.063,2.291,3.442,30.86,29.98,3.315,20.99,4.691,2.439,4.241,1.593,2.388,25.96,2.362,1.931,10.49,.586,1.042,3.939,.759,1.739
101,2017,268,1640,12.1,2.052,.801,.757,3.79,2.239,1.275,1.105,-43.94,-8.93,1.258,14.69,1.378,1.901,2.494,22.42,22.91,2.941,15.97,3.594,1.449,3.907,1.367,1.924,19.56,1.928,1.623,7.28,.484,.832,2.886,.628,1.035
