101,2017,212,910,12.26,1.374,.635,.66,4.704,2.593,3.915,.957,-22.69,-6.773,.794,95.8,1.411,1.585,1.466,13.48,26.72,33.66,69.73,3.903,.783,31.66,35.06,3.075,9.62,1.689,1.066,2.382,.328,.439,1.054,.339,.469
101,2017,212,920,12.26,1.45,.679,.751,20.34,2.978,1.725,.61,-24.6,-6.808,.85,99.4,1.374,1.658,1.555,16.65,30.95,15.54,74,4.213,.865,33.24,44.13,1.693,9.83,1.239,1.113,2.489,.335,.469,1.111,.369,1.86
101,2017,212,930,12.27,1.523,.719,.841,35.67,3.122,2.092,1.971,-25.64,-6.012,.893,102.4,1.423,8.16,1.661,21.11,34.43,3.412,77.6,15.82,1.007,33.77,5.648,1.783,10.18,1.339,1.155,2.615,.365,.483,1.172,.387,.531
101,2017,212,940,12.27,1.644,1.249,.97,37.71,3.543,2.584,1.239,-26.49,-6.095,.962,104.9,1.495,3.644,1.885,25.91,37.21,3.586,80.9,5.505,1.155,25.18,3.099,2.123,10.61,1.559,1.254,2.79,.379,.52,1.242,.421,.823
101,2017,212,950,12.27,1.946,.972,1.138,39.43,25.98,11.72,.769,-19.59,-5.783,1.064,106.6,1.609,1.942,2.041,30.34,35.51,4.023,83.4,5.944,1.284,10.1,2.299,2.638,11.32,1.674,1.411,3.05,.402,.57,1.326,.436,.63
101,2017,212,1000,12.27,2.059,1.004,1.282,40.74,40.13,21.32,.955,-11.81,-5.427,1.159,108.7,1.996,1.935,2.872,34.98,26.49,4.246,86.3,11.15,1.401,10.01,4.192,5.481,12.37,1.858,1.572,3.579,.417,.618,1.448,.474,.761
101,2017,212,1010,12.27,2.145,1.056,1.433,42.29,48.03,9.36,5.04,-22.56,-3.544,1.25,111.5,1.969,1.996,2.718,40.16,17.12,4.43,89.7,74.7,1.56,18.8,2.295,13.38,13.73,2.138,1.799,4.239,.436,.682,1.627,.546,.875
101,2017,212,1020,12.27,2.037,1.037,1.392,43.66,57.37,10.11,9.39,-21.5,-1.937,1.253,113,1.967,1.923,2.436,43.68,13.25,4.509,92,30.47,1.783,26.94,2.012,8.17,14.02,2.309,1.97,3.776,.434,.665,1.588,2.314,.787
101,2017,212,1030,12.27,2.357,1.186,1.431,45.26,63.06,2.124,9.52,-27.89,-2.295,1.381,114.2,2.031,1.992,3.041,48.59,13.86,4.808,94.1,17.99,2.228,35.26,1.927,2.697,16.46,2.516,2.161,4.063,.436,.72,1.645,.529,2.751
101,2017,212,1040,12.27,2.949,1.468,1.436,46.98,67.95,10.15,18.49,-23.43,.405,2.01,117.3,2.014,2.031,3.667,54.31,15.4,5.293,97.9,87.8,4.252,40.11,2.155,2.307,19.92,2.868,2.54,4.524,.462,.819,1.742,.583,1.129
101,2017,212,1050,12.27,2.771,1.163,1.263,47.08,72.9,14.53,12.93,-20.18,-2.088,1.742,117.5,1.972,1.942,2.508,58.46,13.93,4.594,99,92.7,1.865,18.69,1.781,2.056,22.45,2.563,2.173,13.72,.477,.747,1.687,.588,.873
101,2017,212,1100,12.28,2.114,1.117,1.218,44.54,75.5,68.24,.923,25.6,-5.928,3.812,116.7,2.007,1.786,7.1,62.47,13.14,4.334,99.9,94.6,1.997,5.135,1.833,1.918,25.3,2.496,3.331,8.69,.466,.752,3.264,.694,.881
101,2017,212,1110,12.28,2.729,1.324,1.365,37.98,73.6,63.25,2.134,21.54,-4.795,2.051,118.8,2.305,1.858,10.42,68.95,15.4,5.041,103.3,96.2,2.216,5.175,19.32,3.87,30.28,2.525,2.253,41.49,.526,1.292,1.933,.7,.955
101,2017,212,1120,12.28,4.406,2.029,1.855,29.44,17.58,8.74,1.422,-28.49,-6.683,1.962,106.7,10.69,2.267,3.481,67.56,20.19,6.453,93.9,81.4,2.836,5.951,2.086,2.441,31.9,3.123,2.823,47.38,.57,1.084,2.394,.734,1.399
101,2017,212,1130,12.28,2.777,1.478,1.424,25.58,3.53,20.52,1.225,-23.03,-7.15,1.695,123.7,4.255,2.01,3.379,81.1,17.43,5.58,109.7,92.8,3.448,5.265,1.782,2.737,37.22,2.937,2.461,64.24,.618,1.084,2.38,.774,1.467
101,2017,212,1140,12.28,2.694,1.531,1.395,17.07,6.82,3.843,1.106,-37.04,-6.898,1.665,114.9,7.15,2.04,15.82,79.5,18.31,9.17,102.7,74.2,3.466,4.93,1.606,5.615,37.49,2.828,2.779,62.44,.647,1.129,2.533,.782,1.436
101,2017,212,1150,12.28,2.747,1.769,1.735,12.79,3.208,3.524,.95,-39.49,-6.665,1.513,83.4,8.36,1.757,13.47,58.07,18.81,33.4,73.6,60.89,2.943,5.002,1.544,2.65,28.3,2.818,3.024,41.7,.628,1.012,2.062,.62,1.171
101,2017,212,1200,12.28,3.409,2.343,5.268,16.62,3.28,4.583,1.134,-37.65,-5.67,1.776,95.6,9.76,2.109,15.53,71,21.92,8.72,85.9,40.64,4.179,5.228,1.729,3.075,34.4,3.082,3.665,52.45,3.653,1.335,2.461,.734,1.566
101,2017,212,1210,12.28,3.452,2.561,13.54,22.09,2.749,3.007,1.176,-37.09,-5.558,1.794,106.9,4.426,2.151,17.22,83.2,22.33,6.114,98.6,81.8,4.771,5.012,1.715,3.075,41.2,3.36,3.737,65.49,2.724,1.347,2.781,.866,1.74
101,2017,212,1220,12.28,2.784,1.879,1.26,6.603,2.348,2.219,1.052,-38.37,-5.675,1.481,109.7,3.306,1.819,15.61,87.2,23.14,5.018,101.4,93.1,3.539,4.358,1.504,2.389,42.85,2.692,2.553,71.1,.747,1.106,2.412,.806,1.501
101,2017,212,1230,12.28,10.96,6.665,1.378,6.568,2.584,2.293,1.141,-38.55,-5.507,1.663,111,7.4,2.109,10.62,92.2,70,42.29,104,78,5.062,4.829,1.754,2.569,47.21,2.769,12.04,74.7,.75,1.499,2.839,.851,6.514
101,2017,212,1240,12.28,6.063,8.27,1.325,6.748,3.772,9.83,1.214,-32.87,-5.757,1.703,113.9,18.39,10.24,3.74,97.2,85.5,105.7,106.8,95.9,43.85,5.382,1.74,2.819,49.79,3.407,35.27,78.1,.752,1.544,3.202,.93,4.269
101,2017,212,1250,12.28,11.06,4.424,1.953,9.94,4.388,3.944,1.499,-38.13,-5.338,2.213,82.7,11.42,2.628,3.799,71.8,53.49,27.74,76.9,52.09,30.46,5.408,2.035,4.264,39.93,4.147,5.229,49.48,.688,4.542,3.526,.987,2.107
101,2017,212,1300,12.28,4.413,4.174,5.549,8.17,5.494,4.896,1.821,-37.1,-4.505,3.353,75,5.623,2.499,3.825,70.4,36.92,8.94,71.3,35.44,17.29,5.087,1.938,4.449,40.77,4.274,6.482,47.68,.755,12.89,3.892,1.059,2.105
101,2017,212,1310,12.28,4.721,2.539,20.21,9.69,4.187,3.614,2.127,-38.84,-3.715,2.8,83.2,5.966,3.591,5.383,82.2,38.07,8.6,80.1,15.85,9.37,6.172,2.388,5.17,48.66,4.398,34.69,54.45,1.023,3.191,5.09,1.226,2.956
101,2017,212,1320,12.28,5.474,2.836,6.639,11.39,4.906,4.112,2.517,-37.87,-3.611,3.388,81.2,6.842,4.415,6.393,82.6,44.49,9.29,78.3,15.26,7.25,7.01,2.743,7.52,51.53,4.974,27.05,51.18,1.231,2.844,6.204,1.36,3.326
101,2017,212,1330,12.28,5.683,2.72,2.427,11.58,5.845,3.859,2.564,-37.63,-3.549,3.417,65.24,6.887,4.256,6.072,68.29,44.46,9.16,63.18,14.58,6.105,7.19,2.737,8.72,45.37,4.983,14.14,37.36,1.149,2.486,6.149,1.223,3.176
101,2017,212,1340,12.28,4.866,2.136,1.842,10.27,4.542,3.308,2.754,-37.59,-3.347,2.926,48.56,7.08,4.018,5.497,52.43,39.48,7.56,46.84,11.6,4.645,6.778,2.395,8.94,37.09,4.042,6.526,25.05,1.005,2.288,5.7,1.043,2.837
101,2017,212,1350,12.28,3.688,1.777,1.595,7.65,3.935,2.985,2.512,-36.65,-3.239,2.693,52.76,12.88,3.554,5.296,58.83,33.99,6.419,51.98,10.29,5.144,5.834,2.157,12.84,39.02,3.851,5.817,34.06,.97,2.28,5.069,.978,2.739
101,2017,212,1400,12.28,2.605,1.196,.92,5.035,2.055,1.571,1.101,-37.57,-4.152,1.367,20.79,2.183,2.092,3.023,23.89,22.41,3.384,20.86,5.047,1.901,3.407,1.179,2.253,19.2,1.962,2.169,11.2,.504,.941,3.099,.571,1.57
101,2017,212,1410,12.28,4.121,1.41,1.149,8.02,2.747,1.89,1.149,-33.43,-3.866,1.667,24.09,1.854,2.704,2.915,25.52,25.33,5.481,23.15,4.915,1.699,4.555,1.642,2.201,21.11,2.151,2.454,9.24,.633,1.127,3.38,.565,1.253
101,2017,212,1420,12.28,3.154,1.188,1.067,6.181,2.903,2.047,1.523,-32.02,-3.71,2.102,25.75,2.298,2.913,3.543,33.23,27.96,4.866,25.23,5.213,3.409,4.684,1.712,2.715,25.42,2.849,2.555,12.36,.797,1.369,3.958,.704,1.595
101,2017,212,1430,12.28,5.101,2.012,1.886,9.97,4.012,4.729,4.009,-31.45,-2.25,4.089,60.76,5.3,4.335,7.06,77.9,39.51,7.71,64.8,11.3,7.08,6.679,2.92,4.717,49.98,4.776,4.65,47.99,1.214,3.024,5.089,1.018,3.335
101,2017,212,1440,12.28,3.054,1.382,1.144,6.642,2.732,2.37,5.517,-31.39,-1.674,24.65,72.5,3.347,9.49,4.803,102.2,22.68,5.785,81.6,7.96,9.49,5.488,17.61,8.18,58.89,3.724,3.035,79.2,1.072,1.871,2.932,.829,2.201
101,2017,212,1450,12.28,1.742,.871,.859,4.109,2.216,2.448,1.798,-31.17,-4.106,2.747,63.63,3.022,1.927,13.2,100.2,23.82,4.277,74.7,6.277,11.56,5.275,16.12,2.397,57.78,52.42,2.62,78.1,1.009,1.556,2.791,.759,2.143
101,2017,212,1500,12.28,1.761,.834,.999,4.09,2.555,5.029,11.87,-30.02,.618,3.577,53.11,3.959,2.394,16.44,87.7,29.22,4.294,63.46,6.403,13.91,4.775,1.776,3.342,51.39,44.31,2.655,62.66,6.125,1.908,3.599,.759,2.748
101,2017,212,1510,12.28,1.63,.737,.767,4.002,2.354,2.212,1.54,-34.22,-4.71,2.181,27.05,2.555,1.989,4.641,39.33,22.03,3.515,28.9,5.105,8.54,3.768,1.416,2.624,25.92,4.101,1.746,14.57,3.837,1.675,3.18,.593,1.962
101,2017,212,1520,12.28,2.119,.903,1.015,4.808,2.818,2.066,1.474,-33.4,-4.607,2.9,25.06,2.443,2.446,4.338,36.83,29.52,3.818,25.99,5.519,6.851,4.287,1.526,2.712,26.77,3.088,2.212,11.42,.871,1.265,4.282,.648,1.677
101,2017,212,1530,12.28,2.811,1.141,1.206,6.063,2.996,7.5,1.692,-29.22,-4.085,32.22,39.51,3.269,2.734,6.241,71.6,54.06,4.894,48.08,7.15,20.44,4.716,1.749,3.002,44.28,4.363,2.738,13.02,1.01,1.675,4.348,.705,2.255
101,2017,212,1540,12.28,1.394,.689,2.136,3.274,1.669,10.97,.925,-26.16,-4.358,39.26,35.92,2.245,1.473,3.166,87.8,67.68,3.234,51.75,11.53,7.94,3.158,.994,1.52,48.6,11.5,1.741,5.023,.545,1.117,1.943,.439,.921
101,2017,212,1550,12.28,1.168,.545,.598,2.743,1.444,1.128,.801,-33.19,-4.5,2.97,29.74,2.036,1.272,2.815,83.2,63.81,2.716,45.75,19.5,5.016,2.769,.901,1.412,21.04,1.751,1.402,4.611,.432,.883,1.637,.402,.836
101,2017,212,1600,12.28,1.221,.573,.521,2.8,1.954,1.004,.791,-33.19,-4.473,1.128,25.41,1.845,1.203,2.475,79.6,60.82,2.612,40.95,9.91,4.797,2.843,.871,1.31,12.15,1.572,1.193,4.344,.394,.679,1.851,.4,.766
101,2017,212,1610,12.28,1.913,.851,.719,4.093,1.979,1.427,1.106,-33.68,-4.574,1.448,25.12,2.195,1.729,2.852,68.27,52.41,3.471,35.57,5.983,5.324,3.632,1.215,2.54,17.17,2.227,1.57,7.2,.467,.826,2.649,.509,1.208
101,2017,212,1620,12.28,1.923,.824,.744,4.07,1.962,1.471,1.05,-34.1,-4.755,1.56,18.86,1.977,1.841,2.92,26.34,22.48,3.165,18.88,4.445,2.836,3.408,1.188,2.005,19.1,2.381,1.702,8.63,.504,.858,2.82,.499,1.424
101,2017,212,1630,12.28,2.021,.719,.675,3.999,1.887,1.221,1.005,-34.08,-4.698,1.179,15.29,1.391,1.83,2.476,22.89,21.28,2.922,15.29,3.146,1.754,3.265,1.102,1.766,17.5,1.803,1.489,7.04,.452,.759,2.845,.503,1.131
101,2017,212,1640,12.28,1.489,.503,.493,3.048,1.525,.938,.761,-32.86,-4.617,.886,12.48,1.024,1.453,1.861,18.06,16.66,2.312,11.84,2.568,1.31,2.689,.896,1.317,13.87,1.367,1.205,5.144,.407,.595,2.196,.421,.794
101,2017,212,1650,12.28,1.168,.436,.432,2.496,1.347,.821,.647,-31.48,-4.547,.799,10.59,.911,1.228,1.649,15,13.66,1.856,9.99,2.178,1.179,2.322,.767,1.123,12.24,1.595,.978,4.42,.347,.504,1.845,.374,.709
101,2017,212,1700,12.28,.915,.409,.372,2.046,1.138,.672,.516,-30.74,-4.627,.647,8.34,.675,1.014,1.317,10.89,10.72,1.448,8,1.716,.861,1.952,.6,.883,9.68,.992,.769,3.557,.28,.424,1.513,.293,.581
101,2017,212,1710,12.28,.865,.354,.347,1.856,1.061,.6,.509,-30.21,-4.651,.56,7.37,.643,.878,1.223,10.52,10.22,1.302,7.26,1.607,.767,1.727,.548,.844,9.34,1.002,.702,3.364,.26,.39,1.551,.308,.531
101,2017,212,1720,12.28,.759,.335,.32,1.68,.968,.536,.452,-29.21,-4.872,.508,6.668,.601,.803,1.089,9.18,9.06,1.193,6.554,1.508,.692,1.54,.474,.769,8.19,.823,.648,3.043,.216,.347,1.308,.255,.486
101,2017,212,1730,12.28,.637,.256,.231,1.364,.697,.412,.345,-28.65,-4.959,.384,4.839,.402,.575,.724,6.599,6.554,.955,4.576,1.039,.464,1.23,.387,.511,5.857,.585,.459,1.94,.163,.253,.938,.196,.315
101,2017,212,1740,12.28,.421,.188,.151,.913,.471,.313,.214,-28.48,-5.08,.256,3.584,.318,.404,.471,4.254,4.021,.658,3.188,.789,.38,.868,.275,.392,3.662,.427,.325,1.364,.112,.178,.493,.132,.216
